date,id_coord,plume,set,lat,lon,coord_x,coord_y,path,api_response
20230304,id_6459,yes,train,31.685,-104.02,20,23,images/plume/20230304_methane_mixing_ratio_id_6459,28.416203703703705
20230330,id_0887,yes,train,38.475,54.25,21,11,images/plume/20230330_methane_mixing_ratio_id_0887,56.807870370370374
20230204,id_2884,yes,train,23.565,90.765,52,3,images/plume/20230204_methane_mixing_ratio_id_2884,77.25856481481482
20230112,id_0438,yes,train,36.66333333333333,109.86333333333334,8,37,images/plume/20230112_methane_mixing_ratio_id_0438,49.89791666666667
20230227,id_2774,yes,train,18.666666666666668,73.74166666666666,63,29,images/plume/20230227_methane_mixing_ratio_id_2774,59.11782407407407
20230307,id_5726,yes,train,23.60333333333333,86.50999999999999,51,54,images/plume/20230307_methane_mixing_ratio_id_5726,113.11180555555555
20230216,id_7566,yes,train,23.802,90.261,45,74,images/plume/20230216_methane_mixing_ratio_id_7566,78.83217592592592
20230206,id_4187,yes,train,23.74,90.595,47,8,images/plume/20230206_methane_mixing_ratio_id_4187,82.30462962962963
20230219,id_6747,yes,train,25.79,85.395,56,21,images/plume/20230219_methane_mixing_ratio_id_6747,109.41851851851852
20230315,id_3510,yes,train,37.57,62.0,49,36,images/plume/20230315_methane_mixing_ratio_id_3510,28.61828703703704
20230320,id_7352,yes,train,37.63,61.65,46,38,images/plume/20230320_methane_mixing_ratio_id_7352,28.949537037037036
20230329,id_3201,yes,train,61.045,61.855,39,49,images/plume/20230329_methane_mixing_ratio_id_3201,24.200694444444444
20230327,id_9907,yes,train,-34.55125,-58.58625,60,26,images/plume/20230327_methane_mixing_ratio_id_9907,20.02453703703704
20230128,id_6546,yes,train,21.06,84.93666666666667,57,13,images/plume/20230128_methane_mixing_ratio_id_6546,68.03842592592592
20230403,id_2012,yes,train,34.8,40.77,62,36,images/plume/20230403_methane_mixing_ratio_id_2012,35.66111111111111
20230322,id_4447,yes,train,53.95454545454545,87.7790909090909,45,15,images/plume/20230322_methane_mixing_ratio_id_4447,21.934953703703705
20230315,id_4447,yes,train,53.95454545454545,87.7790909090909,44,15,images/plume/20230315_methane_mixing_ratio_id_4447,21.934953703703705
20230113,id_2040,yes,train,23.75,86.55999999999999,47,49,images/plume/20230113_methane_mixing_ratio_id_2040,113.11180555555555
20230211,id_9857,yes,train,23.1375,72.495,62,64,images/plume/20230211_methane_mixing_ratio_id_9857,69.56944444444444
20230307,id_2274,yes,train,28.51,77.44239999999999,37,56,images/plume/20230307_methane_mixing_ratio_id_2274,107.21712962962962
20230205,id_8446,yes,train,22.930625,72.536875,4,1,images/plume/20230205_methane_mixing_ratio_id_8446,67.16805555555555
20230221,id_7820,yes,train,17.475,78.58,31,61,images/plume/20230221_methane_mixing_ratio_id_7820,58.8625
20230113,id_8815,yes,train,32.11,-101.62,7,2,images/plume/20230113_methane_mixing_ratio_id_8815,27.094444444444445
20230118,id_4928,yes,train,38.63363636363636,54.23636363636364,16,4,images/plume/20230118_methane_mixing_ratio_id_4928,45.56574074074074
20230206,id_9715,yes,train,19.12400000000001,72.886,53,8,images/plume/20230206_methane_mixing_ratio_id_9715,89.53449074074074
20230320,id_8060,yes,train,37.260000000000005,-82.19200000000001,58,28,images/plume/20230320_methane_mixing_ratio_id_8060,26.619444444444444
20230226,id_7820,yes,train,17.475,78.58,34,54,images/plume/20230226_methane_mixing_ratio_id_7820,58.8625
20230227,id_2274,yes,train,28.51,77.44239999999999,38,56,images/plume/20230227_methane_mixing_ratio_id_2274,107.21712962962962
20230206,id_6737,yes,train,19.56571428571429,-99.04142857142855,34,65,images/plume/20230206_methane_mixing_ratio_id_6737,52.6875
20230211,id_7820,yes,train,17.475,78.58,30,65,images/plume/20230211_methane_mixing_ratio_id_7820,58.8625
20230219,id_4928,yes,train,38.63363636363636,54.23636363636364,19,5,images/plume/20230219_methane_mixing_ratio_id_4928,45.56574074074074
20230220,id_6464,yes,train,27.0075,81.03999999999999,19,-1,images/plume/20230220_methane_mixing_ratio_id_6464,90.29606481481481
20230209,id_9857,yes,train,23.1375,72.495,64,62,images/plume/20230209_methane_mixing_ratio_id_9857,69.56944444444444
20230326,id_7467,yes,train,38.74,54.24666666666667,15,-3,images/plume/20230326_methane_mixing_ratio_id_7467,45.56574074074074
20230116,id_2274,yes,train,28.51,77.44239999999999,45,61,images/plume/20230116_methane_mixing_ratio_id_2274,107.21712962962962
20230219,id_3510,yes,train,37.57,62.0,47,44,images/plume/20230219_methane_mixing_ratio_id_3510,28.61828703703704
20230110,id_3348,yes,train,33.51333333333333,-87.20333333333333,32,63,images/plume/20230110_methane_mixing_ratio_id_3348,28.169444444444444
20230224,id_8701,yes,train,31.44333333333333,74.31666666666666,26,49,images/plume/20230224_methane_mixing_ratio_id_8701,117.43402777777777
20230202,id_4928,yes,train,38.63363636363636,54.23636363636364,16,4,images/plume/20230202_methane_mixing_ratio_id_4928,45.56574074074074
20230226,id_7566,yes,train,23.802,90.261,45,56,images/plume/20230226_methane_mixing_ratio_id_7566,78.83217592592592
20230111,id_8714,yes,train,27.89333333333333,-101.29333333333334,60,10,images/plume/20230111_methane_mixing_ratio_id_8714,25.863194444444446
20230202,id_3510,yes,train,37.57,62.0,47,44,images/plume/20230202_methane_mixing_ratio_id_3510,28.61828703703704
20230227,id_4799,yes,train,36.635,61.455,9,28,images/plume/20230227_methane_mixing_ratio_id_4799,30.93912037037037
20230307,id_8701,yes,train,31.44333333333333,74.31666666666666,26,47,images/plume/20230307_methane_mixing_ratio_id_8701,117.43402777777777
20230131,id_6675,yes,train,31.52875,74.330625,23,47,images/plume/20230131_methane_mixing_ratio_id_6675,117.43402777777777
20230222,id_7820,yes,train,17.475,78.58,25,62,images/plume/20230222_methane_mixing_ratio_id_7820,58.8625
20230223,id_2274,yes,train,28.51,77.44239999999999,44,61,images/plume/20230223_methane_mixing_ratio_id_2274,107.21712962962962
20230328,id_8773,yes,train,51.85,75.446,31,13,images/plume/20230328_methane_mixing_ratio_id_8773,20.865046296296295
20230115,id_3534,yes,train,-26.63,29.0225,32,50,images/plume/20230115_methane_mixing_ratio_id_3534,36.153703703703705
20230209,id_2040,yes,train,23.75,86.55999999999999,47,51,images/plume/20230209_methane_mixing_ratio_id_2040,113.11180555555555
20230120,id_7566,yes,train,23.802,90.261,45,59,images/plume/20230120_methane_mixing_ratio_id_7566,78.83217592592592
20230227,id_8613,yes,train,24.29,90.195,29,52,images/plume/20230227_methane_mixing_ratio_id_8613,72.73148148148148
20230219,id_6084,yes,train,26.756666666666664,80.97333333333334,27,61,images/plume/20230219_methane_mixing_ratio_id_6084,99.7462962962963
20230113,id_1465,yes,train,23.83333333333333,90.46,44,62,images/plume/20230113_methane_mixing_ratio_id_1465,78.83217592592592
20230327,id_6675,yes,train,31.52875,74.330625,24,51,images/plume/20230327_methane_mixing_ratio_id_6675,117.43402777777777
20230301,id_6084,yes,train,26.756666666666664,80.97333333333334,29,67,images/plume/20230301_methane_mixing_ratio_id_6084,99.7462962962963
20230315,id_3348,yes,train,33.51333333333333,-87.20333333333333,34,59,images/plume/20230315_methane_mixing_ratio_id_3348,28.169444444444444
20230126,id_6675,yes,train,31.52875,74.330625,24,49,images/plume/20230126_methane_mixing_ratio_id_6675,117.43402777777777
20230106,id_8714,yes,train,27.89333333333333,-101.29333333333334,56,3,images/plume/20230106_methane_mixing_ratio_id_8714,25.863194444444446
20230109,id_9482,yes,train,23.95375,90.21875,42,58,images/plume/20230109_methane_mixing_ratio_id_9482,78.83217592592592
20230205,id_4803,yes,train,21.69,39.3,39,6,images/plume/20230205_methane_mixing_ratio_id_4803,61.18240740740741
20230117,id_6127,yes,train,32.150000000000006,74.405,6,48,images/plume/20230117_methane_mixing_ratio_id_6127,109.56180555555555
20230109,id_0471,yes,train,31.38,-103.41,27,37,images/plume/20230109_methane_mixing_ratio_id_0471,26.43402777777778
20230227,id_9907,yes,train,-34.55125,-58.58625,58,26,images/plume/20230227_methane_mixing_ratio_id_9907,20.02453703703704
20230128,id_7820,yes,train,17.475,78.58,26,63,images/plume/20230128_methane_mixing_ratio_id_7820,58.8625
20230404,id_6516,yes,train,24.9075,67.023,14,15,images/plume/20230404_methane_mixing_ratio_id_6516,72.18148148148148
20230228,id_6464,yes,train,27.0075,81.03999999999999,22,9,images/plume/20230228_methane_mixing_ratio_id_6464,90.29606481481481
20230314,id_0765,yes,train,15.605,46.0025,14,34,images/plume/20230314_methane_mixing_ratio_id_0765,47.530092592592595
20230403,id_3353,yes,train,22.528,88.452,15,38,images/plume/20230403_methane_mixing_ratio_id_3353,104.90856481481481
20230115,id_6675,yes,train,31.52875,74.330625,23,47,images/plume/20230115_methane_mixing_ratio_id_6675,117.43402777777777
20230330,id_8060,yes,train,37.260000000000005,-82.19200000000001,57,35,images/plume/20230330_methane_mixing_ratio_id_8060,26.619444444444444
20230330,id_8060,yes,train,37.260000000000005,-82.19200000000001,57,43,images/plume/20230330_methane_mixing_ratio_id_8060,26.619444444444444
20230206,id_7820,yes,train,17.475,78.58,30,66,images/plume/20230206_methane_mixing_ratio_id_7820,58.8625
20230207,id_2274,yes,train,28.51,77.44239999999999,48,77,images/plume/20230207_methane_mixing_ratio_id_2274,107.21712962962962
20230221,id_9715,yes,train,19.12400000000001,72.886,52,10,images/plume/20230221_methane_mixing_ratio_id_9715,89.53449074074074
20230215,id_8446,yes,train,22.930625,72.536875,3,2,images/plume/20230215_methane_mixing_ratio_id_8446,67.16805555555555
20230313,id_8773,yes,train,51.85,75.446,32,2,images/plume/20230313_methane_mixing_ratio_id_8773,20.865046296296295
20230307,id_1465,yes,train,23.83333333333333,90.46,44,66,images/plume/20230307_methane_mixing_ratio_id_1465,78.83217592592592
20230110,id_2274,yes,train,28.51,77.44239999999999,51,61,images/plume/20230110_methane_mixing_ratio_id_2274,107.21712962962962
20230120,id_6459,yes,train,31.685,-104.02,18,23,images/plume/20230120_methane_mixing_ratio_id_6459,28.416203703703705
20230127,id_2274,yes,train,28.51,77.44239999999999,56,75,images/plume/20230127_methane_mixing_ratio_id_2274,107.21712962962962
20230210,id_4803,yes,train,21.69,39.3,41,8,images/plume/20230210_methane_mixing_ratio_id_4803,61.18240740740741
20230221,id_5491,yes,train,30.246666666666663,71.48333333333333,57,60,images/plume/20230221_methane_mixing_ratio_id_5491,93.5650462962963
20230205,id_6148,yes,train,23.4375,90.645,55,4,images/plume/20230205_methane_mixing_ratio_id_6148,77.25856481481482
20230121,id_9857,yes,train,23.1375,72.495,64,62,images/plume/20230121_methane_mixing_ratio_id_9857,69.56944444444444
20230206,id_3733,yes,train,26.42428571428572,80.28428571428572,35,45,images/plume/20230206_methane_mixing_ratio_id_3733,99.3875
20230228,id_9028,yes,train,22.286666666666665,73.12666666666667,22,16,images/plume/20230228_methane_mixing_ratio_id_9028,69.9074074074074
20230103,id_3192,yes,train,32.845,116.47,51,52,images/plume/20230103_methane_mixing_ratio_id_3192,80.01296296296296
20230124,id_0765,yes,train,15.605,46.0025,17,20,images/plume/20230124_methane_mixing_ratio_id_0765,47.530092592592595
20230212,id_2274,yes,train,28.51,77.44239999999999,45,66,images/plume/20230212_methane_mixing_ratio_id_2274,107.21712962962962
20230224,id_7820,yes,train,17.475,78.58,28,63,images/plume/20230224_methane_mixing_ratio_id_7820,58.8625
20230405,id_2274,yes,train,28.51,77.44239999999999,39,59,images/plume/20230405_methane_mixing_ratio_id_2274,107.21712962962962
20230124,id_3534,yes,train,-26.63,29.0225,36,50,images/plume/20230124_methane_mixing_ratio_id_3534,36.153703703703705
20230228,id_8446,yes,train,22.930625,72.536875,7,-8,images/plume/20230228_methane_mixing_ratio_id_8446,67.16805555555555
20230111,id_2146,yes,train,35.11,40.5225,51,36,images/plume/20230111_methane_mixing_ratio_id_2146,35.33171296296296
20230228,id_6084,yes,train,26.756666666666664,80.97333333333334,28,53,images/plume/20230228_methane_mixing_ratio_id_6084,99.7462962962963
20230102,id_4928,yes,train,38.63363636363636,54.23636363636364,17,4,images/plume/20230102_methane_mixing_ratio_id_4928,45.56574074074074
20230103,id_2884,yes,train,23.565,90.765,51,10,images/plume/20230103_methane_mixing_ratio_id_2884,77.25856481481482
20230321,id_0013,yes,train,37.71666666666667,61.73666666666666,44,30,images/plume/20230321_methane_mixing_ratio_id_0013,28.949537037037036
20230211,id_2774,yes,train,18.666666666666668,73.74166666666666,60,28,images/plume/20230211_methane_mixing_ratio_id_2774,59.11782407407407
20230117,id_6675,yes,train,31.52875,74.330625,22,48,images/plume/20230117_methane_mixing_ratio_id_6675,117.43402777777777
20230125,id_0080,yes,train,23.21333333333333,90.78,60,16,images/plume/20230125_methane_mixing_ratio_id_0080,72.96342592592593
20230305,id_4129,yes,train,30.112,71.57000000000001,60,58,images/plume/20230305_methane_mixing_ratio_id_4129,94.41689814814815
20230226,id_0013,yes,train,37.71666666666667,61.73666666666666,44,39,images/plume/20230226_methane_mixing_ratio_id_0013,28.949537037037036
20230112,id_6546,yes,train,21.06,84.93666666666667,56,2,images/plume/20230112_methane_mixing_ratio_id_6546,68.03842592592592
20230210,id_6551,yes,train,21.19,72.79666666666667,53,6,images/plume/20230210_methane_mixing_ratio_id_6551,81.06111111111112
20230111,id_8446,yes,train,22.930625,72.536875,4,2,images/plume/20230111_methane_mixing_ratio_id_8446,67.16805555555555
20230312,id_6464,yes,train,27.0075,81.03999999999999,21,-3,images/plume/20230312_methane_mixing_ratio_id_6464,90.29606481481481
20230108,id_7026,yes,train,33.835,113.45,22,67,images/plume/20230108_methane_mixing_ratio_id_7026,91.54722222222222
20230102,id_1465,yes,train,23.83333333333333,90.46,44,61,images/plume/20230102_methane_mixing_ratio_id_1465,78.83217592592592
20230217,id_8446,yes,train,22.930625,72.536875,4,1,images/plume/20230217_methane_mixing_ratio_id_8446,67.16805555555555
20230214,id_6426,yes,train,23.65,86.5575,50,54,images/plume/20230214_methane_mixing_ratio_id_6426,113.11180555555555
20230123,id_1988,yes,train,22.045,83.74000000000001,30,6,images/plume/20230123_methane_mixing_ratio_id_1988,70.6875
20230219,id_0438,yes,train,36.66333333333333,109.86333333333334,9,38,images/plume/20230219_methane_mixing_ratio_id_0438,49.89791666666667
20230304,id_8970,yes,train,31.4,-103.415,27,34,images/plume/20230304_methane_mixing_ratio_id_8970,27.8375
20230210,id_0080,yes,train,23.21333333333333,90.78,62,5,images/plume/20230210_methane_mixing_ratio_id_0080,72.96342592592593
20230402,id_6675,yes,train,31.52875,74.330625,24,38,images/plume/20230402_methane_mixing_ratio_id_6675,117.43402777777777
20230303,id_6245,yes,train,23.55,90.745,52,8,images/plume/20230303_methane_mixing_ratio_id_6245,77.25856481481482
20230302,id_9482,yes,train,23.95375,90.21875,38,50,images/plume/20230302_methane_mixing_ratio_id_9482,78.83217592592592
20230123,id_4212,yes,train,23.7,86.39500000000001,48,50,images/plume/20230123_methane_mixing_ratio_id_4212,113.11180555555555
20230314,id_2542,yes,train,35.538,112.524,41,33,images/plume/20230314_methane_mixing_ratio_id_2542,70.87199074074074
20230122,id_8446,yes,train,22.930625,72.536875,8,7,images/plume/20230122_methane_mixing_ratio_id_8446,67.16805555555555
20230302,id_3353,yes,train,22.528,88.452,16,40,images/plume/20230302_methane_mixing_ratio_id_3353,104.90856481481481
20230111,id_9028,yes,train,22.286666666666665,73.12666666666667,24,20,images/plume/20230111_methane_mixing_ratio_id_9028,69.9074074074074
20230118,id_2274,yes,train,28.51,77.44239999999999,43,57,images/plume/20230118_methane_mixing_ratio_id_2274,107.21712962962962
20230109,id_6426,yes,train,23.65,86.5575,50,48,images/plume/20230109_methane_mixing_ratio_id_6426,113.11180555555555
20230204,id_4127,yes,train,16.86,96.08,44,52,images/plume/20230204_methane_mixing_ratio_id_4127,54.76550925925926
20230121,id_9715,yes,train,19.12400000000001,72.886,45,7,images/plume/20230121_methane_mixing_ratio_id_9715,89.53449074074074
20230123,id_9482,yes,train,23.95375,90.21875,36,47,images/plume/20230123_methane_mixing_ratio_id_9482,78.83217592592592
20230117,id_3733,yes,train,26.42428571428572,80.28428571428572,41,50,images/plume/20230117_methane_mixing_ratio_id_3733,99.3875
20230128,id_2274,yes,train,28.51,77.44239999999999,40,58,images/plume/20230128_methane_mixing_ratio_id_2274,107.21712962962962
20230205,id_2774,yes,train,18.666666666666668,73.74166666666666,59,29,images/plume/20230205_methane_mixing_ratio_id_2774,59.11782407407407
20230215,id_3353,yes,train,22.528,88.452,16,37,images/plume/20230215_methane_mixing_ratio_id_3353,104.90856481481481
20230124,id_9482,yes,train,23.95375,90.21875,42,58,images/plume/20230124_methane_mixing_ratio_id_9482,78.83217592592592
20230111,id_9715,yes,train,19.12400000000001,72.886,42,8,images/plume/20230111_methane_mixing_ratio_id_9715,89.53449074074074
20230220,id_9715,yes,train,19.12400000000001,72.886,45,6,images/plume/20230220_methane_mixing_ratio_id_9715,89.53449074074074
20230228,id_2863,yes,train,20.4425,-97.5275,12,37,images/plume/20230228_methane_mixing_ratio_id_2863,28.341203703703705
20230223,id_8446,yes,train,22.930625,72.536875,4,2,images/plume/20230223_methane_mixing_ratio_id_8446,67.16805555555555
20230215,id_6148,yes,train,23.4375,90.645,54,7,images/plume/20230215_methane_mixing_ratio_id_6148,77.25856481481482
20230218,id_7820,yes,train,17.475,78.58,25,57,images/plume/20230218_methane_mixing_ratio_id_7820,58.8625
20230302,id_7964,yes,train,20.89,85.20500000000001,62,16,images/plume/20230302_methane_mixing_ratio_id_7964,78.98263888888889
20230223,id_9028,yes,train,22.286666666666665,73.12666666666667,23,11,images/plume/20230223_methane_mixing_ratio_id_9028,69.9074074074074
20230210,id_8446,yes,train,22.930625,72.536875,3,1,images/plume/20230210_methane_mixing_ratio_id_8446,67.16805555555555
20230114,id_4129,yes,train,30.112,71.57000000000001,62,67,images/plume/20230114_methane_mixing_ratio_id_4129,94.41689814814815
20230225,id_3733,yes,train,26.42428571428572,80.28428571428572,37,42,images/plume/20230225_methane_mixing_ratio_id_3733,99.3875
20230211,id_9482,yes,train,23.95375,90.21875,43,58,images/plume/20230211_methane_mixing_ratio_id_9482,78.83217592592592
20230221,id_6675,yes,train,31.52875,74.330625,22,49,images/plume/20230221_methane_mixing_ratio_id_6675,117.43402777777777
20230127,id_0013,yes,train,37.71666666666667,61.73666666666666,43,38,images/plume/20230127_methane_mixing_ratio_id_0013,28.949537037037036
20230108,id_4212,yes,train,23.7,86.39500000000001,48,46,images/plume/20230108_methane_mixing_ratio_id_4212,113.11180555555555
20230124,id_1988,yes,train,22.045,83.74000000000001,29,7,images/plume/20230124_methane_mixing_ratio_id_1988,70.6875
20230308,id_4127,yes,train,16.86,96.08,46,47,images/plume/20230308_methane_mixing_ratio_id_4127,54.76550925925926
20230129,id_4287,yes,train,23.76333333333333,86.39666666666666,47,48,images/plume/20230129_methane_mixing_ratio_id_4287,113.11180555555555
20230114,id_7964,yes,train,20.89,85.20500000000001,61,17,images/plume/20230114_methane_mixing_ratio_id_7964,78.98263888888889
20230321,id_4799,yes,train,36.635,61.455,10,30,images/plume/20230321_methane_mixing_ratio_id_4799,30.93912037037037
20230210,id_4447,yes,train,53.95454545454545,87.7790909090909,35,4,images/plume/20230210_methane_mixing_ratio_id_4447,21.934953703703705
20230109,id_8446,yes,train,22.930625,72.536875,4,0,images/plume/20230109_methane_mixing_ratio_id_8446,67.16805555555555
20230127,id_6675,yes,train,31.52875,74.330625,24,46,images/plume/20230127_methane_mixing_ratio_id_6675,117.43402777777777
20230115,id_9715,yes,train,19.12400000000001,72.886,47,7,images/plume/20230115_methane_mixing_ratio_id_9715,89.53449074074074
20230103,id_0438,yes,train,36.66333333333333,109.86333333333334,9,40,images/plume/20230103_methane_mixing_ratio_id_0438,49.89791666666667
20230227,id_2146,yes,train,35.11,40.5225,53,31,images/plume/20230227_methane_mixing_ratio_id_2146,35.33171296296296
20230110,id_8714,yes,train,27.89333333333333,-101.29333333333334,63,9,images/plume/20230110_methane_mixing_ratio_id_8714,25.863194444444446
20230324,id_4928,yes,train,38.63363636363636,54.23636363636364,20,-1,images/plume/20230324_methane_mixing_ratio_id_4928,45.56574074074074
20230221,id_0765,yes,train,15.605,46.0025,17,31,images/plume/20230221_methane_mixing_ratio_id_0765,47.530092592592595
20230227,id_2542,yes,train,35.538,112.524,38,32,images/plume/20230227_methane_mixing_ratio_id_2542,70.87199074074074
20230228,id_6551,yes,train,21.19,72.79666666666667,54,7,images/plume/20230228_methane_mixing_ratio_id_6551,81.06111111111112
20230114,id_3534,yes,train,-26.63,29.0225,32,50,images/plume/20230114_methane_mixing_ratio_id_3534,36.153703703703705
20230218,id_8446,yes,train,22.930625,72.536875,4,-2,images/plume/20230218_methane_mixing_ratio_id_8446,67.16805555555555
20230329,id_8773,yes,train,51.85,75.446,40,8,images/plume/20230329_methane_mixing_ratio_id_8773,20.865046296296295
20230206,id_0471,yes,train,31.38,-103.41,27,38,images/plume/20230206_methane_mixing_ratio_id_0471,26.43402777777778
20230329,id_0887,yes,train,38.475,54.25,24,-1,images/plume/20230329_methane_mixing_ratio_id_0887,56.807870370370374
20230107,id_7026,yes,train,33.835,113.45,22,52,images/plume/20230107_methane_mixing_ratio_id_7026,91.54722222222222
20230207,id_8446,yes,train,22.930625,72.536875,8,-9,images/plume/20230207_methane_mixing_ratio_id_8446,67.16805555555555
20230323,id_6426,yes,train,23.65,86.5575,49,57,images/plume/20230323_methane_mixing_ratio_id_6426,113.11180555555555
20230125,id_7566,yes,train,23.802,90.261,45,53,images/plume/20230125_methane_mixing_ratio_id_7566,78.83217592592592
20230204,id_8970,yes,train,31.4,-103.415,27,40,images/plume/20230204_methane_mixing_ratio_id_8970,27.8375
20230313,id_6245,yes,train,23.55,90.745,52,4,images/plume/20230313_methane_mixing_ratio_id_6245,77.25856481481482
20230101,id_4928,yes,train,38.63363636363636,54.23636363636364,17,5,images/plume/20230101_methane_mixing_ratio_id_4928,45.56574074074074
20230211,id_2274,yes,train,28.51,77.44239999999999,37,54,images/plume/20230211_methane_mixing_ratio_id_2274,107.21712962962962
20230312,id_6148,yes,train,23.4375,90.645,57,-7,images/plume/20230312_methane_mixing_ratio_id_6148,77.25856481481482
20230124,id_5726,yes,train,23.60333333333333,86.50999999999999,50,49,images/plume/20230124_methane_mixing_ratio_id_5726,113.11180555555555
20230103,id_7026,yes,train,33.835,113.45,23,52,images/plume/20230103_methane_mixing_ratio_id_7026,91.54722222222222
20230406,id_2274,yes,train,28.51,77.44239999999999,53,60,images/plume/20230406_methane_mixing_ratio_id_2274,107.21712962962962
20230226,id_2274,yes,train,28.51,77.44239999999999,37,51,images/plume/20230226_methane_mixing_ratio_id_2274,107.21712962962962
20230315,id_3485,yes,train,53.7,91.05,47,31,images/plume/20230315_methane_mixing_ratio_id_3485,29.290277777777778
20230117,id_2274,yes,train,28.51,77.44239999999999,46,62,images/plume/20230117_methane_mixing_ratio_id_2274,107.21712962962962
20230116,id_7820,yes,train,17.475,78.58,26,66,images/plume/20230116_methane_mixing_ratio_id_7820,58.8625
20230219,id_9907,yes,train,-34.55125,-58.58625,61,29,images/plume/20230219_methane_mixing_ratio_id_9907,20.02453703703704
20230119,id_9715,yes,train,19.12400000000001,72.886,43,6,images/plume/20230119_methane_mixing_ratio_id_9715,89.53449074074074
20230208,id_9912,no,train,36.33946452629434,127.17663618722224,18,23,images/no_plume/20230208_methane_mixing_ratio_id_9912,49.84722222222222
20230129,id_3130,no,train,37.67433590466184,-8.107373957519918,45,19,images/no_plume/20230129_methane_mixing_ratio_id_3130,25.96412037037037
20230405,id_6912,no,train,31.72126854731165,54.21393370014327,17,62,images/no_plume/20230405_methane_mixing_ratio_id_6912,38.705787037037034
20230127,id_4690,no,train,35.950275250953894,40.26765247205837,29,28,images/no_plume/20230127_methane_mixing_ratio_id_4690,34.22523148148148
20230404,id_5045,no,train,31.92560596618789,35.398711340560354,12,56,images/no_plume/20230404_methane_mixing_ratio_id_5045,34.38217592592593
20230126,id_5654,no,train,35.44098753087148,41.28402600913846,42,51,images/no_plume/20230126_methane_mixing_ratio_id_5654,36.06944444444444
20230111,id_5654,no,train,35.44098753087148,41.28402600913846,42,51,images/no_plume/20230111_methane_mixing_ratio_id_5654,36.06944444444444
